,Liv-ex 100,US CPI,"TVC_US10Y, 15","FX_GBPUSD, 1M","OANDA_EURUSD, 1M","FX_IDC_GBPEUR, 1M","FX_GBPJPY, 1M","HKEX_DLY_HSI1!, 1M (1)",Dollar Index (DXY),S&P 500 Futures,"CME_MINI_NQ1!, 1M","TVC_USOIL, 1M","PEPPERSTONE_COCOA, 1M",liv-ex Champagne 50,liv-ex Italy 100,liv-ex Rhone 100,liv-ex California 50,liv-ex Investables,Liv-ex Fine Wine 1000,Liv-ex Indices,liv-ex Burgundy 150,liv-ex Bordeaux Legends,US Interest Rate,Wine_ret,CPI_lag_0,CPI_lag_3,CPI_lag_6,CPI_lag_12,Inflation Regime,wine_12m_ret,cum_price,rolling_max,drawdown,momentum_now,momentum_next,momentum_direction_change,wine_vol_12m,US CPI_lag_12,US Interest Rate_lag_6
1984-01-31,314.25,101.9,,1.197,1.08154,1.1938,296.19,23162.0,104.183,5653.25,19439.5,27.31,8142.1,485.24,345.08,172.12,298.71,316.12,352.25,619.1,608.27,368.06,9.5,,101.9,319.8,315.61,314.18,Low CPI,,314.25,314.25,0.0,,,True,,,
1984-02-29,314.25,102.4,,1.3073,1.08154,1.1938,320.57,23162.0,104.183,5653.25,19439.5,27.6,8142.1,485.24,345.08,172.12,298.71,316.12,352.25,619.1,608.27,368.06,9.5,,102.4,320.8,317.67,314.54,Low CPI,,314.25,314.25,0.0,,,True,,,
1984-03-31,314.25,102.6,,1.158,1.08154,1.1938,291.56,23162.0,104.183,5653.25,19439.5,26.41,8142.1,485.24,345.08,172.12,298.71,316.12,352.25,619.1,608.27,368.06,10.5,,102.6,321.47,319.08,314.8,Low CPI,,314.25,314.25,0.0,,,True,,,
1985-01-31,314.25,105.5,,1.489,1.08154,1.1938,301.17,23162.0,104.183,5653.25,19439.5,29.75,8142.1,485.24,345.08,172.12,298.71,316.12,352.25,619.1,608.27,368.06,8.25,,105.5,101.9,319.8,315.3,Low CPI,,314.25,314.25,0.0,,,True,,,
1985-02-28,314.25,106.0,,1.439,1.08154,1.1938,289.72,23162.0,104.183,5653.25,19439.5,26.3,8142.1,485.24,345.08,172.12,298.71,316.12,352.25,619.1,608.27,368.06,9.0,,106.0,102.4,320.8,315.66,Low CPI,,314.25,314.25,0.0,,,True,,,
1985-03-31,314.25,106.4,,1.3095,1.08154,1.1938,325.01,23162.0,104.183,5653.25,19439.5,26.87,8142.1,485.24,345.08,172.12,298.71,316.12,352.25,619.1,608.27,368.06,8.5,,106.4,102.6,321.47,315.49,Low CPI,,314.25,314.25,0.0,,,True,,,
1986-01-31,314.25,109.6,,1.4865,1.08154,1.36849999,234.62,23162.0,104.183,5653.25,19439.5,17.94,8142.1,485.24,345.08,172.12,298.71,316.12,352.25,619.1,608.27,368.06,7.75,,109.6,105.5,101.9,315.61,Low CPI,,314.25,314.25,0.0,,0.0,True,,,9.5
1986-02-28,314.25,109.3,,1.5435,1.08154,1.5589,251.56,23162.0,104.183,5653.25,19439.5,12.78,8142.1,485.24,345.08,172.12,298.71,316.12,352.25,619.1,608.27,368.06,7.75,,109.3,106.0,102.4,317.67,Low CPI,,314.25,314.25,0.0,,0.0,True,,,9.5
1986-03-31,314.25,108.8,,1.434,1.08154,1.36099994,232.1,23162.0,104.183,5653.25,19439.5,15.0,8142.1,485.24,345.08,172.12,298.71,316.12,352.25,619.1,608.27,368.06,7.25,,108.8,106.4,102.6,319.08,Low CPI,,314.25,314.25,0.0,,0.0,True,,,10.5
1987-01-31,314.25,111.2,,1.887,1.08154,1.43879998,228.41,2293.0,104.183,5653.25,19439.5,16.7,8142.1,485.24,345.08,172.12,298.71,316.12,352.25,619.1,608.27,368.06,6.0,,111.2,109.6,105.5,319.8,Low CPI,,314.25,314.25,0.0,,0.0,True,,,8.25
1987-02-28,314.25,111.6,,1.8265,1.08154,1.45210004,241.66,2122.0,104.183,5653.25,19439.5,18.51,8142.1,485.24,345.08,172.12,298.71,316.12,352.25,619.1,608.27,368.06,6.0,,111.6,109.3,106.0,320.8,Low CPI,,314.25,314.25,0.0,,0.0,True,,,9.0
1987-03-31,314.25,112.1,,1.6285,1.08154,1.42990005,232.29,3735.0,104.183,5653.25,19439.5,19.73,8142.1,485.24,345.08,172.12,298.71,316.12,352.25,619.1,608.27,368.06,6.0,,112.1,108.8,106.4,321.47,Low CPI,,314.25,314.25,0.0,,0.0,True,,,8.5
1988-01-31,314.25,115.7,,1.8115,1.08154,1.54159999,225.96,2718.0,104.183,5653.25,19439.5,17.24,8142.1,485.24,345.08,172.12,298.71,316.12,352.25,619.1,608.27,368.06,6.63,0.0,115.7,111.2,109.6,101.9,High CPI,0.0,314.25,314.25,0.0,0.0,0.0,False,0.0,101.9,7.75
1988-02-29,314.25,116.0,,1.835,1.08154,1.52629995,229.9,2490.0,104.183,5653.25,19439.5,17.51,8142.1,485.24,345.08,172.12,298.71,316.12,352.25,619.1,608.27,368.06,6.5,0.0,116.0,111.6,109.3,102.4,High CPI,0.0,314.25,314.25,0.0,0.0,0.0,False,0.0,102.4,7.75
1988-03-31,314.25,116.5,,1.768,1.08154,1.52419996,221.85,2631.0,104.183,5653.25,19439.5,13.58,8142.1,485.24,345.08,172.12,298.71,316.12,352.25,619.1,608.27,368.06,6.75,0.0,116.5,112.1,108.8,102.6,High CPI,0.0,314.25,314.25,0.0,0.0,0.0,False,0.0,102.6,7.25
1989-01-31,314.25,121.1,,1.614,1.08154,1.35210001,231.86,2892.0,104.183,5653.25,19439.5,21.82,8142.1,485.24,345.08,172.12,298.71,316.12,352.25,619.1,608.27,368.06,8.75,0.0,121.1,115.7,111.2,105.5,High CPI,0.0,314.25,314.25,0.0,0.0,0.0,False,0.0,105.5,6.0
1989-02-28,314.25,121.6,,1.579,1.08154,1.41939998,225.86,2749.0,104.183,5653.25,19439.5,19.94,8142.1,485.24,345.08,172.12,298.71,316.12,352.25,619.1,608.27,368.06,9.75,0.0,121.6,116.0,111.6,106.0,High CPI,0.0,314.25,314.25,0.0,0.0,0.0,False,0.0,106.0,6.0
1989-03-31,314.25,122.3,,1.6645,1.08154,1.49510002,228.14,2603.0,104.183,5653.25,19439.5,18.31,8142.1,485.24,345.08,172.12,298.71,316.12,352.25,619.1,608.27,368.06,9.75,0.0,122.3,116.5,112.1,106.4,High CPI,0.0,314.25,314.25,0.0,0.0,0.0,False,0.0,106.4,6.0
1990-01-31,314.25,127.4,,1.9435,1.08154,1.41760004,257.35,2896.0,104.183,5653.25,19439.5,28.85,8142.1,485.24,345.08,172.12,298.71,316.12,352.25,619.1,608.27,368.06,8.25,0.0,127.4,121.1,115.7,109.6,High CPI,0.0,314.25,314.25,0.0,0.0,0.0,False,0.0,109.6,6.63
1990-02-28,314.25,128.0,,1.8625,1.08154,1.42859995,271.77,3477.0,104.183,5653.25,19439.5,20.69,8142.1,485.24,345.08,172.12,298.71,316.12,352.25,619.1,608.27,368.06,8.25,0.0,128.0,121.6,116.0,109.3,High CPI,0.0,314.25,314.25,0.0,0.0,0.0,False,0.0,109.3,6.5
1990-03-31,314.25,128.7,,1.9295,1.08154,1.41439998,261.58,3103.0,104.183,5653.25,19439.5,28.44,8142.1,485.24,345.08,172.12,298.71,316.12,352.25,619.1,608.27,368.06,8.25,0.0,128.7,122.3,116.5,108.8,High CPI,0.0,314.25,314.25,0.0,0.0,0.0,False,0.0,108.8,6.75
1991-01-31,314.25,134.6,,1.7675,1.08154,1.40869999,229.53,4131.0,104.183,5653.25,19439.5,21.48,8142.1,485.24,345.08,172.12,298.71,316.12,352.25,619.1,608.27,368.06,6.75,0.0,134.6,127.4,121.1,111.2,High CPI,0.0,314.25,314.25,0.0,0.0,0.0,False,0.0,111.2,8.75
1991-02-28,314.25,134.8,,1.8682,1.08154,1.39690006,233.23,4279.0,104.183,5653.25,19439.5,18.65,8142.1,485.24,345.08,172.12,298.71,316.12,352.25,619.1,608.27,368.06,6.25,0.0,134.8,128.0,121.6,111.6,High CPI,0.0,314.25,314.25,0.0,0.0,0.0,False,0.0,111.6,9.75
1991-03-31,314.25,135.0,,1.619,1.08154,1.42809999,222.55,3722.0,104.183,5653.25,19439.5,20.56,8142.1,485.24,345.08,172.12,298.71,316.12,352.25,619.1,608.27,368.06,6.0,0.0,135.0,128.7,122.3,112.1,High CPI,0.0,314.25,314.25,0.0,0.0,0.0,False,0.0,112.1,9.75
1992-01-31,314.25,138.1,,1.51,1.08154,1.25380003,188.5,5480.0,104.183,5653.25,19439.5,19.5,8142.1,485.24,345.08,172.12,298.71,316.12,352.25,619.1,608.27,368.06,4.0,0.0,138.1,134.6,127.4,115.7,High CPI,0.0,314.25,314.25,0.0,0.0,0.0,False,0.0,115.7,8.25
1992-02-29,314.25,138.6,,1.516,1.08154,1.2313,188.9,5742.0,104.183,5653.25,19439.5,19.89,8142.1,485.24,345.08,172.12,298.71,316.12,352.25,619.1,608.27,368.06,4.0,0.0,138.6,134.8,128.0,116.0,High CPI,0.0,314.25,314.25,0.0,0.0,0.0,False,0.0,116.0,8.25
1992-03-31,314.25,139.3,,1.9905,1.08154,1.37960005,244.77,5553.0,104.183,5653.25,19439.5,21.48,8142.1,485.24,345.08,172.12,298.71,316.12,352.25,619.1,608.27,368.06,4.0,0.0,139.3,135.0,128.7,116.5,High CPI,0.0,314.25,314.25,0.0,0.0,0.0,False,0.0,116.5,8.25
1993-01-31,314.25,142.6,,1.4791,1.08154,1.32710004,164.77249999999998,11960.0,96.84,5653.25,19439.5,14.17,8142.1,485.24,345.08,172.12,298.71,316.12,352.25,619.1,608.27,368.06,3.0,0.0,142.6,138.1,134.6,121.1,High CPI,0.0,314.25,314.25,0.0,0.0,0.0,False,0.0,121.1,6.75
1993-02-28,314.25,143.1,,1.4918,1.08154,1.31050003,156.15865,7460.0,96.84,5653.25,19439.5,18.29,8142.1,485.24,345.08,172.12,298.71,316.12,352.25,619.1,608.27,368.06,3.0,0.0,143.1,138.6,134.8,121.6,High CPI,0.0,314.25,314.25,0.0,0.0,0.0,False,0.0,121.6,6.25
1993-03-31,314.25,143.6,,1.5621,1.08154,1.27579999,167.21812,7450.0,96.84,5653.25,19439.5,20.02,8142.1,485.24,345.08,172.12,298.71,316.12,352.25,619.1,608.27,368.06,3.0,0.0,143.6,139.3,135.0,122.3,High CPI,0.0,314.25,314.25,0.0,0.0,0.0,False,0.0,122.3,6.0
1994-01-31,314.25,146.2,,1.5661,1.08154,1.27680004,155.91029999999998,8150.0,88.72,5653.25,19439.5,17.76,8142.1,485.24,345.08,172.12,298.71,316.12,352.25,619.1,608.27,368.06,3.0,0.0,146.2,142.6,138.1,127.4,High CPI,0.0,314.25,314.25,0.0,0.0,0.0,False,0.0,127.4,4.0
1994-02-28,314.25,146.7,,1.5116,1.08154,1.29059994,158.18528999999998,9640.0,92.52,5653.25,19439.5,18.31,8142.1,485.24,345.08,172.12,298.71,316.12,352.25,619.1,608.27,368.06,3.25,0.0,146.7,143.1,138.6,128.0,High CPI,0.0,314.25,314.25,0.0,0.0,0.0,False,0.0,128.0,4.0
1994-03-31,314.25,147.2,,1.6356,1.08154,1.29040003,158.52401999999998,9650.0,85.69,5653.25,19439.5,18.19,8142.1,485.24,345.08,172.12,298.71,316.12,352.25,619.1,608.27,368.06,3.5,0.0,147.2,143.6,139.3,128.7,High CPI,0.0,314.25,314.25,0.0,0.0,0.0,False,0.0,128.7,4.0
1995-01-31,314.25,150.3,,1.5526,1.08154,1.21370006,160.31085,10140.0,84.76,5653.25,19439.5,19.55,8142.1,485.24,345.08,172.12,298.71,316.12,352.25,619.1,608.27,368.06,5.5,0.0,150.3,146.2,142.6,134.6,High CPI,0.0,314.25,314.25,0.0,0.0,0.0,False,0.0,134.6,3.0
1995-02-28,314.25,150.9,,1.5793,1.08154,1.21459997,161.17399999999998,9800.0,83.66,5653.25,19439.5,17.64,8142.1,485.24,345.08,172.12,298.71,316.12,352.25,619.1,608.27,368.06,6.0,0.0,150.9,146.7,143.1,134.8,High CPI,0.0,314.25,314.25,0.0,0.0,0.0,False,0.0,134.8,3.0
1995-03-31,314.25,151.4,,1.5964,1.08154,1.19169998,141.20406,9458.0,81.57,5653.25,19439.5,17.56,8142.1,485.24,345.08,172.12,298.71,316.12,352.25,619.1,608.27,368.06,6.0,0.0,151.4,147.2,143.6,135.0,High CPI,0.0,314.25,314.25,0.0,0.0,0.0,False,0.0,135.0,3.0
1996-01-31,314.25,154.4,,1.683,1.08154,1.34130001,191.4271,13470.0,87.92,5653.25,19439.5,23.75,8142.1,485.24,345.08,172.12,298.71,316.12,352.25,619.1,608.27,368.06,5.25,0.0,154.4,150.3,146.2,138.1,High CPI,0.0,314.25,314.25,0.0,0.0,0.0,False,0.0,138.1,3.0
1996-02-29,314.25,154.9,,1.7126,1.08154,1.36619997,198.1996,13460.0,88.12,5653.25,19439.5,25.92,8142.1,485.24,345.08,172.12,298.71,316.12,352.25,619.1,608.27,368.06,5.25,0.0,154.9,150.9,146.7,138.6,High CPI,0.0,314.25,314.25,0.0,0.0,0.0,False,0.0,138.6,3.25
1996-03-31,314.25,155.7,,1.5517,1.08154,1.24899995,170.25465,11033.0,87.82,5653.25,19439.5,20.92,8142.1,485.24,345.08,172.12,298.71,316.12,352.25,619.1,608.27,368.06,5.25,0.0,155.7,151.4,147.2,139.3,High CPI,0.0,314.25,314.25,0.0,0.0,0.0,False,0.0,139.3,3.5
1997-01-31,314.25,159.1,,1.6524,1.08154,1.49899995,215.09613,10720.0,99.65,979.0,19439.5,17.64,8142.1,485.24,345.08,172.12,298.71,316.12,352.25,619.1,608.27,368.06,5.25,0.0,159.1,154.4,150.3,142.6,High CPI,0.0,314.25,314.25,0.0,0.0,0.0,False,0.0,142.6,5.5
1997-02-28,314.25,159.6,,1.6655,1.08154,1.47819996,190.90315,15255.0,95.67,979.0,19439.5,19.8,8142.1,485.24,345.08,172.12,298.71,316.12,352.25,619.1,608.27,368.06,5.25,0.0,159.6,154.9,150.9,143.1,High CPI,0.0,314.25,314.25,0.0,0.0,0.0,False,0.0,143.1,6.0
1997-03-31,314.25,160.0,,1.6893,1.08154,1.50399995,215.76968,10520.0,97.79,955.0,19439.5,19.15,8142.1,485.24,345.08,172.12,298.71,316.12,352.25,619.1,608.27,368.06,5.5,0.0,160.0,155.7,151.4,143.6,High CPI,0.0,314.25,314.25,0.0,0.0,0.0,False,0.0,143.6,6.0
1998-01-31,314.25,161.6,,1.6634,1.08154,1.4208,190.675,10120.0,94.17,1245.5,19439.5,12.05,8142.1,485.24,345.08,172.12,298.71,316.12,352.25,619.1,608.27,368.06,5.5,0.0,161.6,159.1,154.4,146.2,High CPI,0.0,314.25,314.25,0.0,0.0,0.0,False,0.0,146.2,5.25
1998-02-28,314.25,161.9,,1.648,1.08154,1.398,202.735,10445.0,96.2,1162.5,19439.5,11.22,8142.1,485.24,345.08,172.12,298.71,316.12,352.25,619.1,608.27,368.06,5.5,0.0,161.9,159.6,154.9,146.7,High CPI,0.0,314.25,314.25,0.0,0.0,0.0,False,0.0,146.7,5.25
1998-03-31,314.25,162.2,,1.6811,1.08154,1.48870003,233.545,7000.0,100.2,954.0,19439.5,13.34,8142.1,485.24,345.08,172.12,298.71,316.12,352.25,619.1,608.27,368.06,5.5,0.0,162.2,160.0,155.7,147.2,High CPI,0.0,314.25,314.25,0.0,0.0,0.0,False,0.0,147.2,5.25
1999-01-31,314.25,164.3,,1.6148,1.08154,1.5986,164.93499999999997,16970.0,101.87,1485.0,3754.0,25.75,8142.1,485.24,345.08,172.12,298.71,316.12,352.25,619.1,608.27,368.06,4.75,0.0,164.3,161.6,159.1,150.3,High CPI,0.0,314.25,314.25,0.0,0.0,0.0,False,0.0,150.3,5.25
1999-02-28,314.25,164.5,,1.6044,1.08154,1.5176,176.015,13610.0,100.03,1319.75,2395.5,22.11,8142.1,485.24,345.08,172.12,298.71,316.12,352.25,619.1,608.27,368.06,4.75,0.0,164.5,161.9,159.6,150.9,High CPI,0.0,314.25,314.25,0.0,0.0,0.0,False,0.0,150.9,5.25
1999-03-31,314.25,165.0,,1.6026,1.08154,1.5379,194.915,12220.0,102.45,1296.75,2395.5,16.84,8142.1,485.24,345.08,172.12,298.71,316.12,352.25,619.1,608.27,368.06,4.75,0.0,165.0,162.2,160.0,151.4,High CPI,0.0,314.25,314.25,0.0,0.0,0.0,False,0.0,151.4,5.5
2000-01-31,314.25,168.8,,1.4933,1.08154,1.5842,170.89499999999998,15160.0,109.32,1327.0,2374.5,26.8,8142.1,485.24,345.08,172.12,298.71,316.12,352.25,619.1,608.27,368.06,5.5,0.0,168.8,164.3,161.6,154.4,High CPI,0.0,314.25,314.25,0.0,0.0,0.0,False,0.0,154.4,5.5
2000-02-29,314.25,169.8,,1.4478,1.08154,1.7048,157.55499999999998,15043.0,116.62,1440.75,3298.0,32.69,8142.1,485.24,345.08,172.12,298.71,316.12,352.25,619.1,608.27,368.06,5.75,0.0,169.8,164.5,161.9,154.9,High CPI,0.0,314.25,314.25,0.0,0.0,0.0,False,0.0,154.9,5.5
2000-03-31,314.25,171.2,,1.4999,1.08154,1.6179,163.975,16900.0,109.58,1439.0,3617.0,27.45,8142.1,485.24,345.08,172.12,298.71,316.12,352.25,619.1,608.27,368.06,6.0,0.0,171.2,165.0,162.2,155.7,High CPI,0.0,314.25,314.25,0.0,0.0,0.0,False,0.0,155.7,5.5
2001-01-31,314.25,175.1,,1.4248,1.08154,1.5875,175.86499999999998,11321.0,115.56,1135.25,1598.0,19.44,8142.1,485.24,345.08,172.12,298.71,316.12,352.25,619.1,608.27,368.06,5.5,0.0,175.1,168.8,164.3,159.1,High CPI,0.0,314.25,314.25,0.0,0.0,0.0,False,0.0,159.1,4.75
2001-02-28,314.25,175.8,,1.4251,1.08154,1.6258,178.165,12250.0,117.11,1215.25,1693.0,26.35,8142.1,485.24,345.08,172.12,298.71,316.12,352.25,619.1,608.27,368.06,5.5,0.0,175.8,169.8,164.5,159.6,High CPI,0.0,314.25,314.25,0.0,0.0,0.0,False,0.0,159.6,4.75
2001-03-31,314.25,176.2,,1.4546,1.08154,1.6345,191.655,11376.0,116.67,1149.25,1583.5,19.84,8142.1,485.24,345.08,172.12,298.71,316.12,352.25,619.1,608.27,368.06,5.0,0.0,176.2,171.2,165.0,160.0,High CPI,0.0,314.25,314.25,0.0,0.0,0.0,False,0.0,160.0,4.75
2002-01-31,314.25,177.1,,1.5567,0.9944,1.5653,190.745,10135.0,106.37,936.0,1117.0,26.89,8142.1,485.24,345.08,172.12,298.71,316.12,352.25,619.1,608.27,368.06,1.75,0.0,177.1,175.1,168.8,161.6,High CPI,0.0,314.25,314.25,0.0,0.0,-0.6804773269689738,True,0.0,161.6,5.5
2002-02-28,314.25,177.8,,1.6101,1.0435,1.5341,191.145,9287.0,101.81,879.0,987.0,31.2,8142.1,485.24,345.08,172.12,298.71,316.12,352.25,619.1,608.27,368.06,1.75,0.0,177.8,175.8,169.8,161.9,High CPI,0.0,314.25,314.25,0.0,0.0,-0.6816865552903739,True,0.0,161.9,5.75
2002-03-31,314.25,178.8,,1.5331,0.9919,1.5466,183.475,10610.0,106.92,988.0,1054.0,26.86,8142.1,485.24,345.08,172.12,298.71,316.12,352.25,619.1,608.27,368.06,1.75,0.0,178.8,176.2,171.2,162.2,High CPI,0.0,314.25,314.25,0.0,0.0,-0.6829912490055687,True,0.0,162.2,6.0
2003-01-31,314.25,181.7,,1.7838,1.2578,1.4153,191.075,12636.0,86.92,1110.5,1468.0,32.52,8142.1,485.24,345.08,172.12,298.71,316.12,352.25,619.1,608.27,368.06,1.25,0.0,181.7,177.1,175.1,164.3,High CPI,0.0,314.25,314.25,0.0,0.0,-0.6885600636435958,True,0.0,164.3,5.5
2003-02-28,314.25,183.1,,1.6549,1.1506,1.4354,198.165,12095.0,92.85,973.25,1204.5,30.19,8142.1,485.24,345.08,172.12,298.71,316.12,352.25,619.1,608.27,368.06,1.25,0.0,183.1,177.8,175.8,164.5,High CPI,0.0,314.25,314.25,0.0,0.0,-0.6852505966587112,True,0.0,164.5,5.5
2003-03-31,314.25,184.2,,1.7214,1.1993,1.4359,188.625,12335.0,90.23,1057.75,1425.0,30.41,8142.1,485.24,345.08,172.12,298.71,316.12,352.25,619.1,608.27,368.06,1.25,0.0,184.2,178.8,176.2,165.0,High CPI,0.0,314.25,314.25,0.0,0.0,-0.6820047732696897,True,0.0,165.0,5.0
2004-01-31,100.41,185.2,,1.9159,1.3568,1.4156,196.845,14222.0,80.85,1213.75,1628.5,43.45,3208.0,220.33,171.17,153.39,149.1,296.03,231.61,200.3,202.79,314.57,1.0,-0.6804773269689738,185.2,,,,High CPI,-0.6804773269689738,100.41,314.25,-0.6804773269689738,-0.6804773269689738,-0.6236117740652347,False,0.19643688395148698,168.8,1.75
2004-02-29,100.03,186.2,,1.802,1.2183,1.4797,196.715,12818.0,88.94,1104.0,1370.0,42.12,3208.0,220.33,171.17,153.39,149.1,296.03,231.61,200.3,202.79,314.57,1.0,-0.6816865552903739,186.2,,,,High CPI,-0.6816865552903739,100.03,314.25,-0.6816865552903739,-0.6816865552903739,-0.6102466189339697,False,0.19634058134601504,169.8,1.75
2004-03-31,99.62,187.4,,1.8321,1.21875,1.5033,200.645,12175.0,88.95,1121.5,1468.0,39.88,3208.0,220.33,171.17,153.39,149.1,296.03,231.61,200.3,202.79,314.57,1.0,-0.6829912490055687,187.4,,,,High CPI,-0.6829912490055687,99.62,314.25,-0.6829912490055687,-0.6829912490055687,-0.594653937947494,False,0.19623590255543993,171.2,1.75
2005-01-31,97.87,190.7,,1.7204,1.1848,1.454,202.935,14838.0,91.17,1254.75,1659.0,61.04,3208.0,220.33,171.17,153.39,149.1,296.03,231.61,200.3,202.79,314.57,2.25,-0.6885600636435958,190.7,185.2,,,High CPI,-0.6885600636435958,97.87,314.25,-0.6885600636435958,-0.6885600636435958,-0.4402227525855211,False,0.1958341882371942,175.1,1.25
2005-02-28,98.91,191.8,,1.8171,1.230335,1.4764,197.255,14838.0,87.76,1192.25,1545.0,51.97,3208.0,220.33,171.17,153.39,149.1,296.03,231.61,200.3,202.79,314.57,2.5,-0.6852505966587112,191.8,186.2,,,High CPI,-0.6852505966587112,98.91,314.25,-0.6852505966587112,-0.6852505966587112,-0.42364359586316624,False,0.1961481510451034,175.8,1.25
2005-03-31,99.93,193.3,,1.7697,1.199215,1.4753,206.005,14384.0,90.07,1209.75,1586.5,59.76,3208.0,220.33,171.17,153.39,149.1,296.03,231.61,200.3,202.79,314.57,2.75,-0.6820047732696897,193.3,187.4,,,High CPI,-0.6820047732696897,99.93,314.25,-0.6820047732696897,-0.6820047732696897,-0.3918536197295147,False,0.19644744610686057,176.2,1.25
2006-01-31,118.28,198.3,,1.958,1.31977,1.4843,233.065,20018.0,83.72,1428.5,1775.0,61.07,3208.0,220.33,171.17,153.39,149.1,296.03,231.61,200.3,202.79,314.57,4.5,-0.6236117740652347,198.3,190.7,185.2,,High CPI,-0.6236117740652347,118.28,314.25,-0.6236117740652347,-0.6236117740652347,1.4180858480231056,True,0.20810421040413773,177.1,1.0
2006-02-28,122.48,198.7,,1.9072,1.276185,1.494,223.085,18340.0,85.32,1383.25,1742.75,58.61,3208.0,220.33,171.17,153.39,149.1,296.03,231.61,200.3,202.79,314.57,4.5,-0.6102466189339697,198.7,191.8,186.2,,High CPI,-0.6102466189339697,122.48,314.25,-0.6102466189339697,-0.6102466189339697,1.490152954113766,True,0.2090028116173202,177.8,1.0
2006-03-31,127.38,199.8,,1.8675,1.276685,1.4626,214.115,16975.0,85.3,1281.75,1518.75,74.4,3208.0,220.33,171.17,153.39,149.1,296.03,231.61,200.3,202.79,314.57,4.75,-0.594653937947494,199.8,193.3,187.4,,High CPI,-0.594653937947494,127.38,314.25,-0.594653937947494,-0.594653937947494,1.5704677775547076,True,0.2099950767044157,178.8,1.0
2007-01-31,175.91,202.416,,2.0559000000000003,1.46335,1.4056,228.436,28880.0,76.147,1483.75,2094.5,88.7,3208.0,220.33,171.17,153.39,149.1,296.03,231.61,200.3,202.79,314.57,5.25,-0.4402227525855211,202.416,198.3,190.7,,High CPI,-0.4402227525855211,175.91,314.25,-0.4402227525855211,-0.4402227525855211,1.1388576683355471,True,0.24218172768585347,181.7,2.25
2007-02-28,181.12,203.499,,2.0312,1.3684,1.4837,240.915,31269.0,80.77,1462.0,1945.75,78.0,3208.0,220.33,171.17,153.39,149.1,296.03,231.61,200.3,202.79,314.57,5.25,-0.42364359586316624,203.499,198.7,191.8,,High CPI,-0.42364359586316624,181.12,314.25,-0.42364359586316624,-0.42364359586316624,1.1443736730360934,True,0.2423741296454473,183.1,2.5
2007-03-31,191.11,205.352,,1.98375,1.4592,1.3616,221.638,27910.0,76.695,1477.25,2104.75,96.2,3208.0,220.33,171.17,153.39,149.1,296.03,231.61,200.3,202.79,314.57,5.25,-0.3918536197295147,205.352,199.8,193.3,,High CPI,-0.3918536197295147,191.11,314.25,-0.3918536197295147,-0.3918536197295147,1.0971680176123284,True,0.24292278318792357,184.2,2.75
2008-01-31,242.8,211.08,,1.4542,1.39759,1.0465,132.14,14397.0,81.308,900.0,1212.5,42.66,3208.0,220.33,171.17,153.39,149.1,296.03,231.61,200.3,202.79,314.57,3.0,1.4180858480231056,211.08,202.416,198.3,185.2,High CPI,1.4180858480231056,242.8,314.25,-0.2273667462211615,1.4180858480231056,1.0784578965167397,False,0.12704585614787287,185.2,4.5
2008-02-29,249.09,211.693,,1.99217,1.575605,1.2648,211.596,13930.0,79.448,1281.0,1846.0,140.0,3208.0,220.33,171.17,153.39,149.1,296.03,231.61,200.3,202.79,314.57,3.0,1.490152954113766,211.693,203.499,198.7,186.2,High CPI,1.490152954113766,249.09,314.25,-0.20735083532219567,1.490152954113766,1.0684193337687784,False,0.12549076723414132,186.2,4.5
2008-03-31,256.07,213.528,,1.54039,1.26909,1.2111,147.194,13988.0,86.517,895.25,1186.0,55.03,3208.0,220.33,171.17,153.39,149.1,296.03,231.61,200.3,202.79,314.57,2.25,1.5704677775547076,213.528,205.352,199.8,187.4,High CPI,1.5704677775547076,256.07,314.25,-0.18513922036595065,1.5704677775547076,1.0992306484534464,False,0.12374688431188968,187.4,4.75
2009-01-31,209.33,211.143,,1.6164,1.43252,1.1273,150.45499999999998,21925.0,77.86,1110.75,1858.75,79.62,3208.0,220.33,171.17,153.39,149.1,296.03,231.61,200.3,202.79,314.57,0.25,1.1388576683355471,211.143,211.08,202.416,190.7,High CPI,1.1388576683355471,209.33,314.25,-0.3338743038981702,1.1388576683355471,0.6133249957364562,False,0.14401020346555254,190.7,5.25
2009-02-28,212.1,212.193,,1.64391,1.50046,1.0952,142.01999999999998,21748.0,74.879,1094.75,1767.5,77.28,3208.0,220.33,171.17,153.39,149.1,296.03,231.61,200.3,202.79,314.57,0.25,1.1443736730360934,212.193,211.693,203.499,191.8,High CPI,1.1443736730360934,212.1,314.25,-0.3250596658711218,1.1443736730360934,0.6821444346289753,False,0.14390790236497483,191.8,5.25
2009-03-31,209.57,212.709,,1.62846,1.433395,1.1355,151.625,19623.0,78.172,1019.75,1625.0,69.57,3208.0,220.33,171.17,153.39,149.1,296.03,231.61,200.3,202.79,314.57,0.25,1.0971680176123284,212.709,213.528,205.352,193.3,High CPI,1.0971680176123284,209.57,314.25,-0.3331105807478123,1.0971680176123284,0.5746428758306734,False,0.14494490569243168,193.3,5.25
